Iteración	1	2	4
1	0	0	0
2	0	0	0
3	0	0	0
4	0	0	0
5	3	2	1
6	0	2	1
7	0	2	1
8	0	2	1
9	3	1	1
10	3	1	2
11	0	1	2
12	1	1	2
13	1	3	3
14	2	3	3
15	2	3	0
16	2	3	0
