Iteración	1	2	4
1	0	0	0
2	0	0	0
3	0	0	0
4	0	0	0
5	3	1	2
6	3	1	2
7	3	1	2
8	3	1	2
9	1	2	3
10	1	2	3
11	1	2	3
12	1	2	3
13	2	3	1
14	2	3	1
15	2	3	1
16	2	3	1
