Iteración	1	2	4
1	0	0	2
2	0	0	2
3	0	0	2
4	3	0	2
5	3	2	2
6	3	2	2
7	3	2	2
8	3	2	2
9	3	1	2
10	3	1	2
11	3	1	0
12	3	1	0
13	3	3	3
14	1	3	3
15	2	3	1
16	0	3	1
