0.001 0.000 0.001
0.001 0.000 0.001
0.001 0.001 0.000
0.002 0.000 0.002
0.005 0.002 0.003
0.010 0.005 0.005
0.021 0.009 0.013
0.033 0.017 0.016
0.061 0.026 0.034
0.114 0.052 0.062
0.222 0.107 0.113
0.451 0.231 0.218
0.450 0.211 0.237
