0.002 0.002 0.000
0.010 0.024 0.002
0.010 0.025 0.001
0.014 0.029 0.003
0.004 0.007 0.004
0.006 0.012 0.009
0.014 0.029 0.015
0.025 0.043 0.023
0.042 0.067 0.049
0.077 0.125 0.078
0.131 0.210 0.169
0.240 0.400 0.339
0.467 0.845 0.618
