1 1.506
2 0.868
3 0.653
4 0.545
5 0.473
6 0.438
7 0.409
8 0.428
9 0.402
10 0.450
11 0.380
12 0.430
1 14.453
2 7.989
3 8.871
4 6.325
5 4.338
6 3.713
7 4.132
8 3.165
9 3.763
10 3.051
11 3.484
12 2.696
