0.003 0.001 0.002
0.004 0.000 0.004
0.006 0.002 0.004
0.011 0.008 0.003
0.019 0.015 0.004
0.037 0.027 0.009
0.071 0.045 0.026
0.143 0.092 0.050
0.283 0.174 0.108
0.566 0.363 0.200
1.135 0.762 0.368
2.217 1.442 0.763
2.253 1.495 0.745
